lat,long,area,price,age,total_floors,floor_number,rooms,document_type,cooling_type,monthly_levy,has_master_bedroom,parking_type,neighbor_noise_level,distance_to_hospital_km,has_smart_home,water_pressure,exterior_style,fiber_internet,manager_present,window_type
35.70449194,51.48003039,145,70618,15,11,6,1,Private,Water Cooler,5655,1,Roofed,High,6.5,0,Normal,Classic,1,1,Double-glazed
35.62502618,51.41928267,110,9857,33,13,1,5,Endowment,nan,3080,0,Roofed,Low,4,0,Normal,Classic,1,1,Single-glazed
35.66852825,51.36253975,79,14198,36,16,5,2,Private,nan,2133,0,Roofed,Average,11,0,Normal,Modern,0,1,Double-glazed
35.786149,51.4084646,89,32761,0,8,2,2,Private,Split,2047,0,Courtyard,Average,3.3,0,Excellent,Modern,0,1,Single-glazed
35.66929436,51.44636368,45,17343,16,7,,1,Private,Chiller,,0,Courtyard,Average,1.3,0,Normal,Classic,0,1,Single-glazed
35.64614736,51.53318481,166,83062,7,3,3,4,Promissory Contract,Water Cooler,5976,1,Doesn't have,High,4.9,0,Normal,Modern,1,0,Double-glazed
35.80446705,51.44529645,77,8260,44,16,3,1,,nan,2002,0,Roofed,Low,10.3,0,Normal,Roman,1,1,Double-glazed
35.64084354,51.29982842,137,,24,16,5,3,Endowment,Water Cooler,5343,1,Doesn't have,Low,2,0,Poor,Roman,1,1,Double-glazed
35.72152014,51.48513586,116,54028,20,9,5,3,Cooperative,Chiller,2088,0,Courtyard,Average,3.3,0,Normal,Modern,0,1,Single-glazed
35.76833225,51.40019949,175,29498,24,10,,4,Private,Chiller,4900,1,Roofed,Average,12,0,Excellent,Classic,0,1,Double-glazed
35.69232368,51.32002377,116,,46,14,4,1,Private,nan,3596,0,Doesn't have,High,6,0,Normal,Mixed,1,1,Double-glazed
35.7771196,51.36458746,197,85006,18,18,17,5,Private,Water Cooler,7683,1,Doesn't have,High,5,0,Excellent,Classic,1,1,Double-glazed
35.71074369,51.36938931,137,27487,12,13,5,3,Private,Water Cooler,2740,1,Roofed,High,4,0,Normal,Modern,1,1,Single-glazed
35.74990426,51.44946856,171,57382,8,4,2,4,Private,Chiller,6498,1,Underground,Low,5.3,0,Normal,Roman,1,1,Single-glazed
35.81816007,51.43474526,158,19570,32,6,4,4,,nan,4108,1,Roofed,High,9.9,0,Normal,Classic,0,1,Triple-glazed
35.7457137,51.4271776,109,33427,25,10,10,3,Private,Water Cooler,3924,0,Courtyard,High,12,0,Normal,Classic,1,1,Double-glazed
35.77885873,51.4386126,117,36392,14,18,,3,Power of Attorney,Split,4563,0,Underground,Low,2.5,0,Excellent,Classic,1,1,Double-glazed
35.74051498,51.42545551,199,54494,21,8,5,5,Foundation,Water Cooler,7562,1,Doesn't have,Low,9.3,0,Normal,Modern,0,1,Double-glazed
35.68392697,51.41168771,228,23637,25,3,3,6,,Chiller,8436,1,Underground,High,2.4,0,Normal,Modern,0,0,Double-glazed
35.77061651,51.41301665,94,27986,3,13,2,2,,Water Cooler,1786,0,Underground,Average,3.7,1,Normal,Classic,1,1,Double-glazed
35.69718005,51.28621188,217,47732,21,19,1,5,Endowment,Water Cooler,4340,1,Underground,Average,4.5,0,Normal,Roman,0,1,Double-glazed
35.70929968,51.39859839,200,54823,37,13,,5,Private,nan,5800,1,Roofed,High,8,0,Normal,Roman,0,1,Double-glazed
35.80953866,51.42129861,63,21642,22,14,4,2,Private,Split,,0,Underground,Average,4.4,0,Normal,Classic,1,1,Triple-glazed
35.82123998,51.32279434,196,84489,0,11,1,5,Private,Water Cooler,7448,0,Roofed,High,5.2,0,Normal,Roman,1,1,Double-glazed
35.69100938,51.25303039,82,,9,3,,2,Private,Chiller,3116,0,Underground,High,6,0,Normal,Roman,1,1,Double-glazed
35.85689479,51.51872739,55,5516,19,14,2,1,Foundation,Water Cooler,,0,Doesn't have,High,4.6,0,Normal,Roman,1,1,Double-glazed
35.67096937,51.35776417,133,26527,12,13,12,3,Private,Water Cooler,4788,1,Roofed,Average,1.4,0,Normal,Classic,1,1,Single-glazed
35.72939511,51.35777537,115,22279,36,11,,1,Promissory Contract,nan,3105,0,Underground,High,9.4,0,Normal,Mixed,0,1,Double-glazed
35.74167533,51.35531479,110,16898,15,8,6,3,Cooperative,Water Cooler,4290,0,Roofed,Average,0.7,0,Normal,Modern,0,1,Single-glazed
35.67577538,51.23314598,174,36620,10,11,8,1,Private,Chiller,5916,1,Courtyard,Average,11.7,0,Normal,Mixed,1,1,Double-glazed
35.79183511,51.35773672,89,32761,21,5,2,2,Power of Attorney,Chiller,2581,0,Roofed,Low,3.5,0,Poor,Classic,0,1,Double-glazed
35.74985055,51.29504417,223,49320,39,2,,6,Private,nan,5575,1,Underground,High,7.7,0,Poor,Classic,1,0,Double-glazed
35.77537407,51.36063064,71,24981,16,9,6,2,Cooperative,Split,2698,0,Underground,High,3,0,Poor,Mixed,0,1,Double-glazed
35.78835454,51.39619927,81,29260,0,10,3,2,Endowment,Chiller,2673,0,Doesn't have,High,4.2,0,Normal,Mixed,1,1,Double-glazed
35.79044221,51.37129275,190,81395,6,8,,5,Private,Chiller,5700,1,Roofed,Average,4.3,0,Normal,Modern,1,1,Double-glazed
35.68996668,51.38676916,100,18839,25,16,1,5,,Chiller,3900,0,Underground,Low,2.6,0,Normal,Roman,0,1,Double-glazed
35.77577809,51.41750133,191,65527,10,13,1,5,Private,Chiller,4393,1,Roofed,High,2.1,0,Poor,Roman,0,1,Double-glazed
35.72600623,51.47753135,132,63090,2,10,1,3,Private,Chiller,4884,1,Courtyard,Average,11.9,1,Normal,Classic,0,1,Double-glazed
35.65221599,51.41903886,150,14301,31,3,2,4,Private,nan,5850,1,Doesn't have,Average,5.4,0,Normal,Classic,0,0,Single-glazed
35.81831091,51.46330533,133,15916,46,19,17,4,Private,nan,3990,0,Roofed,High,0.8,0,Normal,Classic,0,1,Single-glazed
35.6633544,51.38335222,165,16034,22,16,16,4,Endowment,Chiller,4620,1,Roofed,High,8.8,0,Normal,Classic,1,1,Double-glazed
35.60632264,51.42139269,153,14645,27,14,2,4,Private,nan,4284,0,Underground,High,1.1,0,Poor,Roman,1,1,Double-glazed
35.76813855,51.45304532,79,22716,4,11,2,2,Private,Chiller,1422,0,Roofed,High,10.5,1,Poor,Mixed,0,1,Double-glazed
35.70226212,51.39373507,120,29699,14,19,12,3,Private,Chiller,3720,0,Underground,Low,2.6,0,Excellent,Mixed,0,1,Single-glazed
35.7277636,51.48454845,95,42515,2,9,4,2,Private,Split,3515,0,Doesn't have,High,5.4,0,Normal,Roman,0,1,Single-glazed
35.73750785,51.389282,263,48095,1,9,,7,Private,Water Cooler,8416,1,Underground,High,5.4,1,Normal,Modern,0,1,Double-glazed
35.7198559,51.4420996,77,17439,22,10,10,2,Private,Chiller,1848,0,Underground,Low,8.9,0,Excellent,Modern,1,1,Double-glazed
35.67643063,51.41894523,74,6126,24,8,2,2,Private,Water Cooler,1702,0,Underground,Low,11.2,0,Normal,Mixed,1,1,Single-glazed
35.85783008,51.4190856,103,11712,40,13,7,3,Cooperative,nan,2884,0,Doesn't have,Average,4.9,0,Normal,Modern,1,1,Double-glazed
35.7446457,51.40057755,161,26690,35,12,7,4,Private,nan,5635,1,Courtyard,Low,1.7,0,Normal,Classic,1,1,Double-glazed
35.7838831,51.40441481,384,189360,2,9,1,10,Promissory Contract,Chiller,14592,1,Courtyard,Average,9.2,0,Normal,Mixed,1,1,Single-glazed
35.6971991,51.41064713,210,58128,28,16,8,5,Private,nan,4410,1,Underground,High,8.9,0,Poor,Classic,1,1,Double-glazed
35.60933267,51.37720668,52,4011,42,11,4,1,Private,nan,,0,Underground,High,5.6,0,Normal,Modern,1,1,Double-glazed
35.78933391,51.48277377,92,10227,32,12,6,2,Cooperative,nan,2024,0,Roofed,Average,4.4,0,Normal,Mixed,0,1,Double-glazed
35.87852968,51.42632443,171,21518,24,16,8,4,Private,Split,6156,0,Roofed,Average,6.7,0,Normal,Modern,0,1,Double-glazed
35.63212845,51.55085799,109,50140,38,9,4,4,Private,nan,2616,0,Courtyard,High,2.5,0,Normal,Mixed,0,1,Double-glazed
35.63801293,51.38051188,167,16268,21,2,,4,Private,Chiller,6346,1,Roofed,Average,2.7,0,Normal,Roman,1,0,Double-glazed
35.68901056,51.42553188,142,36347,29,13,7,1,Private,nan,2130,1,Roofed,Low,4.3,0,Normal,Roman,0,1,Double-glazed
35.74563371,51.37024547,112,17267,15,17,3,3,Private,Water Cooler,4256,0,Roofed,Average,7.9,0,Normal,Mixed,1,1,Triple-glazed
35.6790883,51.39673276,69,5632,38,2,1,2,Endowment,nan,,0,Roofed,High,3.5,0,Normal,Classic,1,1,Double-glazed
35.73052197,51.34691076,235,52522,31,16,13,6,Private,nan,6345,1,Roofed,Low,3.6,0,Normal,Modern,1,1,Double-glazed
35.67518118,51.3452674,258,58750,16,18,15,6,Promissory Contract,Water Cooler,8514,1,Roofed,High,7.7,0,Normal,Classic,0,1,Double-glazed
35.85587172,51.34641113,63,21642,21,13,2,2,Private,Water Cooler,,0,Roofed,Low,1.7,0,Normal,Modern,0,1,Double-glazed
35.63845825,51.43896481,184,18275,22,2,2,5,Cooperative,Water Cooler,3496,1,Doesn't have,High,6.4,0,Normal,Roman,1,1,Single-glazed
35.67388913,51.39875764,64,5146,20,3,1,2,Private,Split,,0,Underground,Low,8.7,0,Normal,Roman,0,0,Triple-glazed
35.8015016,51.42085006,180,,11,6,,4,Cooperative,Chiller,6300,0,Underground,High,7.9,0,Normal,Roman,0,1,Double-glazed
35.72790398,51.41258849,120,29699,20,3,3,3,Private,Water Cooler,2760,0,Roofed,Low,2.8,0,Normal,Mixed,0,1,Double-glazed
35.69923498,51.42561919,179,,34,10,9,1,,nan,2864,0,Underground,Low,10.9,0,Poor,Mixed,1,1,Double-glazed
35.67323709,51.35344576,116,22512,26,8,7,3,Private,nan,2552,0,Roofed,Average,4.3,0,Normal,Classic,0,1,Single-glazed
35.75085247,51.35949101,214,37553,31,14,11,5,Power of Attorney,nan,3424,1,Underground,Low,2,0,Normal,Mixed,1,1,Double-glazed
35.75587172,51.33764718,92,34091,19,11,6,2,Endowment,Water Cooler,2024,0,Roofed,High,7.5,0,Normal,Modern,1,1,Double-glazed
35.74531727,51.42307288,85,24802,3,9,5,2,Endowment,Water Cooler,1700,0,Roofed,High,8.1,1,Normal,Roman,1,1,Double-glazed
35.67546389,51.39907733,158,15221,35,2,,4,,nan,5214,1,Courtyard,Low,8,0,Excellent,Roman,1,1,Double-glazed
35.68799242,51.48849289,107,49038,0,4,2,3,Cooperative,Split,3745,0,Doesn't have,Low,9.9,1,Normal,Classic,0,1,Single-glazed
35.65161221,51.42089006,53,4104,28,8,,4,Power of Attorney,nan,,0,Roofed,Average,8.6,0,Normal,Modern,1,1,Double-glazed
35.69385877,51.42292511,52,10887,45,6,3,1,Cooperative,nan,,0,Underground,High,8.9,0,Excellent,Roman,1,1,Single-glazed
35.80795793,51.5745549,60,6123,37,15,13,2,Private,nan,,0,Roofed,Low,1,0,Excellent,Roman,1,1,Double-glazed
35.72350785,51.38182287,64,8822,27,17,,2,Endowment,nan,,0,Underground,Average,0.9,0,Excellent,Mixed,1,1,Triple-glazed
35.7073344,51.36174232,92,17045,21,3,2,5,Endowment,Chiller,2208,0,Courtyard,High,10.9,0,Normal,Modern,1,1,Double-glazed
35.74959341,51.45856794,130,41297,19,7,3,3,Endowment,Split,3120,1,Courtyard,Average,1.4,0,Poor,Modern,1,1,Double-glazed
35.67449875,51.38303055,96,8371,22,12,7,2,Private,Water Cooler,2400,0,Doesn't have,High,8.1,0,Poor,Classic,0,1,Double-glazed
35.73696664,51.41646872,198,54165,29,17,16,5,Cooperative,nan,6336,1,Roofed,High,7.8,0,Poor,Classic,1,1,Double-glazed
35.73396026,51.41409733,174,46386,19,2,2,1,Endowment,Chiller,3654,1,Courtyard,High,11.8,0,Normal,Mixed,0,1,Double-glazed
35.68418101,51.36453276,111,21353,12,17,17,5,Cooperative,Split,2331,0,Roofed,High,7.9,0,Excellent,Roman,1,1,Double-glazed
35.77766793,51.49894528,61,6246,25,16,12,2,Private,Water Cooler,,0,Courtyard,High,8.8,0,Normal,Modern,0,1,Triple-glazed
35.62581021,51.41575189,190,18992,44,16,2,5,Private,nan,6840,1,Courtyard,Average,2.7,0,Poor,Roman,1,1,Double-glazed
35.63897375,51.36956749,62,4954,36,10,3,2,Private,nan,,0,Roofed,Low,11.2,0,Poor,Roman,1,1,Double-glazed
35.78824132,51.47131932,118,,17,2,1,3,Private,Split,2714,0,Courtyard,Low,9.4,0,Normal,Mixed,1,1,Double-glazed
35.79005548,51.45633011,162,20167,12,6,2,4,Cooperative,Chiller,3726,1,Doesn't have,Low,9,0,Normal,Roman,0,1,Double-glazed
35.72636296,51.50746938,61,24984,16,3,1,2,Private,Chiller,,0,Roofed,Average,2.2,0,Normal,Classic,0,1,Single-glazed
35.62844633,51.38001079,206,20927,27,4,,5,Endowment,nan,7210,1,Courtyard,High,11.2,0,Normal,Classic,1,1,Double-glazed
35.78308289,51.4680124,182,23190,32,17,12,5,Private,nan,2912,1,Courtyard,High,7.1,0,Normal,Modern,1,1,Single-glazed
35.7448585,51.36367534,173,29094,26,10,6,4,Private,nan,6228,1,Roofed,Low,4,0,Normal,Modern,1,1,Triple-glazed
35.7680886,51.40187978,81,11704,50,3,1,5,Endowment,nan,2916,0,Roofed,High,10.1,0,Normal,Roman,1,1,Double-glazed
35.66639051,51.47616546,138,66547,3,14,11,3,Private,Split,3036,1,Underground,Low,6.6,1,Normal,Roman,1,1,Single-glazed
35.65102807,51.41461503,208,21171,23,6,5,5,Cooperative,Chiller,7904,1,Roofed,High,9.2,0,Normal,Modern,0,1,Double-glazed
35.78224829,51.30729868,123,48303,13,2,1,5,Power of Attorney,Split,4797,1,Roofed,Average,8.2,0,Poor,Mixed,0,0,Double-glazed
35.74065576,51.46889159,169,56578,3,18,8,4,Private,Water Cooler,6084,0,Underground,Average,9.2,1,Normal,Roman,0,1,Double-glazed
35.70958613,51.45404123,264,144943,1,18,6,7,Private,Chiller,6336,1,Roofed,High,5.2,1,Normal,Classic,1,1,Single-glazed
35.74162556,51.44119025,113,34904,16,11,9,3,Promissory Contract,Water Cooler,1695,0,Doesn't have,High,3.1,0,Normal,Mixed,1,1,Double-glazed
35.81254069,51.43901425,87,9564,24,16,8,2,Cooperative,Water Cooler,2088,0,Courtyard,Average,9.9,0,Poor,Mixed,1,1,Double-glazed
35.72185746,51.42804396,80,18257,22,2,1,2,Endowment,Split,2480,0,Roofed,High,1.6,0,Excellent,Mixed,1,0,Single-glazed
35.74222827,51.42241076,225,63146,15,10,,6,Cooperative,Split,4725,1,Roofed,Average,1.9,0,Poor,Modern,1,1,Double-glazed
35.82092496,51.51019177,125,14774,27,10,8,3,Cooperative,nan,1875,0,Underground,High,5.3,0,Excellent,Classic,1,1,Double-glazed
35.76708777,51.38450513,298,139685,13,6,6,7,Private,Split,7748,1,Courtyard,Average,6.4,0,Normal,Mixed,1,1,Single-glazed
35.79315004,51.3468402,119,46425,14,5,4,3,Private,Water Cooler,3808,0,Doesn't have,High,2.7,0,Normal,Mixed,0,0,Double-glazed
35.67849717,51.50920002,181,92148,18,12,4,5,Private,Chiller,6516,0,Underground,High,3.8,0,Poor,Modern,1,1,Double-glazed
35.66856042,51.39833465,146,13845,21,18,9,5,Private,Water Cooler,3358,0,Underground,Low,0.8,0,Normal,Classic,0,1,Double-glazed
35.64990259,51.46312572,113,52356,11,15,7,5,Foundation,Water Cooler,3164,0,Underground,High,11.1,0,Poor,Classic,1,1,Double-glazed
35.78371855,51.44335232,58,15678,1,18,16,5,Endowment,Chiller,,0,Courtyard,High,4.2,1,Normal,Roman,1,1,Double-glazed
35.6138045,51.48850848,152,74728,11,15,12,4,Power of Attorney,Water Cooler,4408,1,Roofed,High,9.8,0,Poor,Mixed,1,1,Single-glazed
35.63545754,51.35705766,100,8792,37,2,2,4,Endowment,nan,1600,0,Courtyard,Average,5.3,0,Excellent,Mixed,1,1,Double-glazed
35.78580153,51.40109508,284,131848,6,12,6,5,Cooperative,Chiller,4544,1,Courtyard,Low,11.6,0,Normal,Mixed,1,1,Double-glazed
35.59531449,51.37328882,66,5340,33,7,7,2,Private,nan,,0,Roofed,Average,1.2,0,Normal,Roman,1,1,Double-glazed
35.74570891,51.41749627,92,21591,33,7,7,2,Private,nan,2576,0,Roofed,Average,3.7,0,Normal,Mixed,1,1,Double-glazed
35.81069739,51.47258634,70,7368,5,14,7,2,Private,Water Cooler,2380,0,Roofed,Low,8.6,0,Normal,Mixed,1,1,Single-glazed
35.67773646,51.41386598,146,13845,13,11,8,4,Private,Chiller,4818,0,Doesn't have,Average,3.6,0,Normal,Mixed,1,1,Single-glazed
35.7021216,51.44847845,82,35633,29,16,,2,Private,nan,3198,0,Roofed,High,5.5,0,Excellent,Roman,0,1,Double-glazed
35.68516832,51.38658623,136,12715,37,3,,3,Private,nan,4488,1,Courtyard,Average,7.4,0,Poor,Modern,0,0,Double-glazed
35.74736759,51.34963469,106,16163,19,18,13,3,Private,Water Cooler,1696,0,Doesn't have,Low,4.4,0,Poor,Mixed,1,1,Double-glazed
35.75869221,51.54293439,219,28956,18,19,,5,Endowment,Chiller,4380,1,Roofed,Average,2.1,0,Normal,Classic,1,1,Single-glazed
35.66999456,51.4036701,156,14991,37,19,12,4,Private,nan,5148,1,Roofed,High,5.1,0,Excellent,Mixed,1,1,Double-glazed
35.70062512,51.42788702,142,,21,9,8,4,Private,Water Cooler,3692,1,Doesn't have,Average,5,0,Poor,Roman,1,1,Double-glazed
35.69949753,51.413992,252,72344,17,11,,5,Private,Split,7056,1,Roofed,Low,3.1,0,Normal,Modern,0,1,Double-glazed
35.68288147,51.42190734,107,25881,11,15,4,3,Endowment,Water Cooler,3531,0,Roofed,Low,7.3,0,Normal,Mixed,0,1,Single-glazed
35.72786085,51.408773,78,17711,16,18,,4,Private,Water Cooler,2106,0,Roofed,Average,11,0,Normal,Mixed,0,1,Double-glazed
35.78566639,51.47905791,181,23037,29,2,1,5,Private,nan,5792,1,Courtyard,Average,11.8,0,Normal,Mixed,1,1,Double-glazed
35.74581937,51.46748121,138,44365,19,18,6,3,Private,Water Cooler,2070,1,Roofed,Low,7,0,Normal,Mixed,0,1,Double-glazed
35.65216468,51.34903218,204,44322,17,19,5,5,Foundation,Water Cooler,3264,1,Courtyard,High,5.2,0,Normal,Roman,0,1,Double-glazed
35.66545293,51.36701943,228,23637,35,10,3,6,Private,nan,3648,0,Courtyard,Average,10,0,Normal,Roman,1,1,Double-glazed
35.82861525,51.50795314,261,35742,21,5,4,7,Private,Split,6525,0,Underground,High,3.7,0,Poor,Roman,0,0,Double-glazed
35.62513305,51.42381543,177,17444,44,7,3,4,Private,nan,2655,1,Underground,Average,8.7,0,Poor,Roman,0,1,Single-glazed
35.70426645,51.42601676,107,25881,27,11,10,3,Cooperative,nan,3103,0,Roofed,Low,5.7,0,Normal,Mixed,0,1,Double-glazed
35.80693367,51.52847776,64,6617,0,12,2,5,Endowment,Chiller,,0,Roofed,High,11.5,0,Normal,Mixed,0,1,Double-glazed
35.65653875,51.47470479,83,36155,3,19,15,5,Power of Attorney,Water Cooler,2656,0,Doesn't have,High,9.7,0,Normal,Modern,0,1,Double-glazed
35.80575016,51.45086315,118,13787,27,4,3,3,Private,nan,3422,0,Underground,Average,2.8,0,Normal,Classic,0,1,Double-glazed
35.70310985,51.47696108,148,72375,4,18,18,4,Private,Chiller,4292,1,Roofed,High,0.7,0,Normal,Modern,1,1,Double-glazed
35.68987435,51.40725706,253,72689,36,16,3,6,Endowment,nan,6325,1,Roofed,Average,9,0,Normal,Mixed,0,1,Single-glazed
35.83814136,51.34406341,205,89165,5,14,8,5,Private,Chiller,6970,1,Courtyard,Low,4.5,0,Normal,Mixed,1,1,Triple-glazed
35.80259658,51.27238445,191,81909,24,17,9,5,Private,Water Cooler,5157,1,Roofed,High,2.8,0,Normal,Modern,1,1,Double-glazed
35.76469183,51.44379017,124,39020,9,2,2,5,Endowment,Split,4588,1,Roofed,Average,0.8,0,Poor,Classic,0,0,Double-glazed
35.75123598,51.47335689,142,45912,39,4,2,4,Power of Attorney,nan,4828,1,Roofed,Average,10.1,0,Normal,Mixed,1,1,Double-glazed
35.68663456,51.30984551,234,52254,24,9,7,6,Private,Split,4212,1,Roofed,High,3.3,0,Normal,Modern,1,1,Double-glazed
35.79616203,51.39296665,158,65235,13,17,4,4,Cooperative,Water Cooler,6004,1,Underground,High,10.2,0,Normal,Classic,1,1,Double-glazed
35.72811692,51.36868031,161,26690,24,3,2,4,Private,Chiller,6279,1,Underground,High,11.1,0,Normal,Classic,0,0,Double-glazed
35.7577843,51.41052342,248,44822,12,9,8,6,Private,Water Cooler,9176,1,Roofed,Average,1.8,0,Normal,Modern,1,1,Double-glazed
35.71116143,51.40282378,83,19082,21,16,7,2,Endowment,Water Cooler,2075,0,Roofed,Average,3.9,0,Normal,Roman,1,1,Single-glazed
35.65586534,51.32795257,103,19519,44,11,11,3,Private,nan,4017,0,Underground,High,8.6,0,Normal,Mixed,1,1,Triple-glazed
35.74316062,51.46529631,136,43594,8,16,,3,Private,Chiller,5168,0,Roofed,Average,7.7,0,Excellent,Mixed,0,1,Double-glazed
35.72119585,51.45988101,252,72344,38,11,3,6,Cooperative,nan,5292,1,Roofed,Low,2.4,0,Normal,Modern,0,1,Double-glazed
35.67603623,51.43624754,168,,19,10,4,4,Cooperative,Split,5712,0,Underground,Average,2.5,0,Excellent,Classic,0,1,Single-glazed
