iter	MultiClass
299	0.01138601239
300	0.01130389735
301	0.01124619475
302	0.01121040043
303	0.01112092677
304	0.01108040778
305	0.01103902892
306	0.0110047036
307	0.01097598279
308	0.01094338711
309	0.01091568732
310	0.01089807454
311	0.01083655506
312	0.01078694061
313	0.01075529776
314	0.01073565498
315	0.01066737056
316	0.01064445762
317	0.01058847809
318	0.01053673037
319	0.01049119834
320	0.01047009876
321	0.01040729222
322	0.01038705273
323	0.01035993478
324	0.01031344415
325	0.01030033484
326	0.01025718039
327	0.01022814048
328	0.01019118092
329	0.01017235753
330	0.01011539257
331	0.01007541132
332	0.01004752499
333	0.01002682356
334	0.01001635488
335	0.009974698121
336	0.009905358263
337	0.009859411212
338	0.009838108783
339	0.009815718505
340	0.009750688035
341	0.009669505685
342	0.009605431526
343	0.009562714604
344	0.009495590779
345	0.009475244312
346	0.009445325833
347	0.009420745334
348	0.009402184087
349	0.009371581718
350	0.009348730427
351	0.009306581785
352	0.009258544316
353	0.009195566736
354	0.009131432425
355	0.0090895904
356	0.009073148401
357	0.009031274318
358	0.008979250781
359	0.008926697253
360	0.008909240395
361	0.008881151009
362	0.008829843943
363	0.008813856964
364	0.008770386373
365	0.00874423871
366	0.00870322821
367	0.008663265623
368	0.00862746049
369	0.008613601947
370	0.008577897572
371	0.008550567674
372	0.008488629458
373	0.008473931018
374	0.0084403678
375	0.008405662749
376	0.008390257235
377	0.008370285509
378	0.008352918986
379	0.008322978079
380	0.008311817415
381	0.008252449541
382	0.008235639673
383	0.008200351939
384	0.008185391208
385	0.008153407664
386	0.008137958102
387	0.008117425948
388	0.008102292805
389	0.008087564429
390	0.008074543121
391	0.008044192137
392	0.007993887265
393	0.007972307609
394	0.007957754042
395	0.007933156954
396	0.007904778288
397	0.00787872712
398	0.007871130945
399	0.007856828816
400	0.007806623383
401	0.007794439658
402	0.007788275853
403	0.007742975223
404	0.007699176576
405	0.007687647644
406	0.007664847999
407	0.007641976273
408	0.007612588891
409	0.007586876597
410	0.007580947505
411	0.007561856812
412	0.007537599913
413	0.007523692159
414	0.007507303639
415	0.007493337364
416	0.00744904913
417	0.007414690217
418	0.007381101364
419	0.007347347749
420	0.007337875236
421	0.007326946908
422	0.007314842496
423	0.007305289507
424	0.007281070425
425	0.007253549032
426	0.007219924643
427	0.007212419658
428	0.007179276577
429	0.00714635163
430	0.007122931312
431	0.00710045635
432	0.007092148515
433	0.007082621917
434	0.007065132101
435	0.007048942348
436	0.007037952897
437	0.007021137517
438	0.007016170906
439	0.007002835394
440	0.006990401008
441	0.006959573119
442	0.006939512807
443	0.006909664965
444	0.006893509745
445	0.006868927633
446	0.006851708719
447	0.006838585
448	0.00683193981
449	0.006818625749
450	0.006793278169
451	0.006769042432
452	0.00673588955
453	0.006726527301
454	0.006703147674
455	0.006694081246
456	0.006673048725
457	0.006635787062
458	0.006607340774
459	0.006598905718
460	0.006579678075
461	0.006571265846
462	0.006560878716
463	0.006540472187
464	0.00651533307
465	0.006491105046
466	0.006476971998
467	0.00646217265
468	0.006451193445
469	0.006443323303
470	0.006420169969
471	0.006404944478
472	0.006379914762
473	0.006356330535
474	0.006347735527
475	0.006337792574
476	0.00632823747
477	0.006314568089
478	0.006295587836
479	0.006287436514
480	0.006266626043
481	0.006242691433
482	0.006236820211
483	0.00622774503
484	0.006218157662
485	0.006185376672
486	0.006165572573
487	0.006160430735
488	0.006153435776
489	0.006131823586
490	0.006118089342
491	0.006091260688
492	0.006076537062
493	0.006059438293
494	0.006047695742
495	0.00601875659
496	0.005994621819
497	0.005974581172
498	0.005961318501
499	0.005945773289
