No,timestamp,AQI,DEWP,TEMP,TEMP_F,PRES,sensor_voltage,cbwd,Iws,Is,Ir
54,2022/Jan/03 05:00,83.0,-9,-8.0,17.6,1024.0,13.673352577681737,SE,76.88,9,0
55,2022/Jan/03 06:00,91.0,-10,-8.0,17.6,1024.0,15.711999044991902,SouthEast,80.9,10,0
56,2022/Jan/03 07:00,86.0,-10,-9.0,15.8,1024.0,14.762560238232398,S-E,84.92,11,0
57,2022/Jan/03 08:00,82.0,-10,-9.0,15.8,1024.0,10.621564953554724,se,89.84,12,0
58,2022/Jan/03 09:00,86.0,-11,-9.0,15.8,1023.0,12.281575248297573,SE,93.86,13,0
59,2022/Jan/03 10:00,78.0,-11,-9.0,15.8,1023.0,12.362526862807128,S_E,97.88,15,0
60,2022/Jan/03 11:00,98.0,-11,-9.0,15.8,1022.0,16.651090254244718,SE,102.8,16,0
61,2022/Jan/03 12:00,107.0,-11,-9.0,15.8,1021.0,15.09165152430942,S-E,105.93,17,0
62,2022/Jan/03 13:00,90.0,-11,-9.0,15.8,1020.0,13.128682046672363,S-E,111.74,19,0
63,2022/Jan/03 14:00,96.0,-11,-9.0,15.8,1020.0,12.187330051987942,SouthEast,116.66,20,0
64,2022/Jan/03 15:00,95.0,-11,-9.0,15.8,1020.0,11.857586751838658,se,121.58,21,0
65,2022/Jan/03 16:00,86.0,-11,-9.0,15.8,1020.0,14.525051644788396,SouthEast,124.71,22,0
66,2022/Jan/03 17:00,70.0,-11,-9.0,15.8,1020.0,13.212480057141644,SE,127.84,23,0
67,2022/Jan/03 18:00,61.0,-11,-9.0,15.8,1021.0,9.005979756839332,CV,0.89,24,0
68,2022/Jan/03 19:00,53.0,-11,-9.0,15.8,1022.0,9.957065795784048,CV,1.78,25,0
69,2022/Jan/03 20:00,71.0,-10,-9.0,15.8,1022.0,11.373272050095268,nw,4.02,26,0
70,2022/Jan/03 21:00,72.0,-11,-10.0,14.0,1023.0,9.50976049078975,N-W,7.15,27,0
71,2022/Jan/03 22:00,76.0,-11,-9.0,15.8,1023.0,12.122791211016828,N-W,11.17,0,0
72,2022/Jan/03 23:00,73.0,-12,-11.0,12.2,1023.0,14.026073132931938,nw,14.3,0,0
73,2022/Jan/04 00:00,79.0,-14,-12.0,10.4,1023.0,11.778347921780096,N_W,16.09,0,0
74,2022/Jan/04 01:00,58.0,-16,-9.0,15.8,1023.0,11.829287311628011,nw,21.9,0,0
75,2022/Jan/04 02:00,25.0,-17,-10.0,14.0,1024.0,1.4894902081794887,NorthWest,29.95,0,0
76,2022/Jan/04 03:00,26.0,-18,-11.0,12.2,1024.0,5.543805008750447,NW,39.78,0,0
77,2022/Jan/04 04:00,28.0,-19,-11.0,12.2,1025.0,4.374094136476343,NorthWest,48.72,0,0
78,2022/Jan/04 05:00,26.0,-20,-12.0,10.4,1026.0,3.301985299068265,NorthWest,55.87,0,0
79,2022/Jan/04 06:00,20.0,-21,-12.0,10.4,1027.0,3.183521553071005,nw,64.81,0,0
80,2022/Jan/04 07:00,29.0,-21,-13.0,8.600000000000001,1027.0,0.374862170798214,nw,73.75,0,0
81,2022/Jan/04 08:00,26.0,-22,-13.0,8.600000000000001,1028.0,3.460656224324976,NorthWest,80.9,0,0
82,2022/Jan/04 09:00,27.0,-22,-13.0,8.600000000000001,1029.0,4.764225143023492,N-W,90.73,0,0
83,2022/Jan/04 10:00,27.0,-22,-12.0,10.4,1030.0,7.005788089483032,NW,100.56,0,0
84,2022/Jan/04 11:00,25.0,-23,-12.0,10.4,1031.0,2.713459563452705,NW,108.61,0,0
85,2022/Jan/04 12:00,29.0,-21,-11.0,12.2,1030.0,2.733012794213624,nw,117.55,0,0
86,2022/Jan/04 13:00,32.0,-20,-10.0,14.0,1030.0,3.796485912830927,NW,127.38,0,0
87,2022/Jan/04 14:00,28.0,-21,-10.0,14.0,1030.0,6.0308042354041485,NorthWest,136.32,0,0
88,2022/Jan/04 15:00,29.0,-21,-9.0,15.8,1030.0,5.007502219319369,NW,145.26,0,0
89,2022/Jan/04 16:00,30.0,-21,-9.0,15.8,1031.0,3.4404795924659224,nw,152.41,0,0
90,2022/Jan/04 17:00,30.0,-20,-11.0,12.2,1032.0,5.526534866226712,N-W,159.56,0,0
91,2022/Jan/04 18:00,28.0,-23,-11.0,12.2,1032.0,4.394155098696081,NorthWest,165.37,0,0
92,2022/Jan/04 19:00,26.0,-21,-12.0,10.4,1033.0,5.837289981065778,N-W,171.18,0,0
93,2022/Jan/04 20:00,31.0,-24,-12.0,10.4,1034.0,3.2458938122452947,NorthWest,180.12,0,0
94,2022/Jan/04 21:00,33.0,-24,-13.0,8.600000000000001,1034.0,4.294675706804464,NW,187.27,0,0
95,2022/Jan/04 22:00,29.0,-24,-13.0,8.600000000000001,1035.0,3.5657836937356846,nw,195.32,0,0
96,2022/Jan/04 23:00,31.0,-26,-15.0,5.0,1035.0,1.7229701037357623,N_W,198.45,0,0
97,2022/Jan/05 00:00,30.0,-26,-17.0,1.3999999999999986,1035.0,5.092240554129152,nw,201.58,0,0
98,2022/Jan/05 01:00,34.0,-26,-18.0,-0.3999999999999986,1035.0,5.622110544359778,NW,205.6,0,0
99,2022/Jan/05 02:00,27.0,-26,-19.0,-2.200000000000003,1035.0,4.060226913284922,NW,208.73,0,0
100,2022/Jan/05 03:00,25.0,-27,-18.0,-0.3999999999999986,1035.0,3.2808257332497064,NW,213.65,0,0
101,2022/Jan/05 04:00,28.0,-27,-19.0,-2.200000000000003,1035.0,1.3692585158991717,nw,218.57,0,0
102,2022/Jan/05 05:00,28.0,-27,-16.0,3.2,1034.0,3.358709354469282,N_E,4.92,0,0
103,2022/Jan/05 06:00,27.0,-26,-16.0,3.2,1035.0,3.3645709669464607,NE,8.05,0,0
104,2022/Jan/05 07:00,27.0,-27,-16.0,3.2,1034.0,2.445445461556762,N-E,13.86,0,0
105,2022/Jan/05 08:00,27.0,-26,-16.0,3.2,1035.0,3.7274285766679816,N_E,18.78,0,0
106,2022/Jan/05 09:00,29.0,-26,-15.0,5.0,1035.0,5.158101713629076,NorthEast,24.59,0,0
107,2022/Jan/05 10:00,36.0,-25,-14.0,6.800000000000001,1035.0,9.17237180242106,N-E,29.51,0,0
108,2022/Jan/05 11:00,30.0,-25,-13.0,8.600000000000001,1035.0,4.849155625663678,NorthEast,34.43,0,0
109,2022/Jan/05 12:00,27.0,-25,-12.0,10.4,1034.0,4.565100781445529,NE,39.35,0,0
110,2022/Jan/05 13:00,39.0,-24,-11.0,12.2,1032.0,5.701108168467665,N_E,41.14,0,0
111,2022/Jan/05 14:00,41.0,-22,-11.0,12.2,1032.0,2.3124575694019165,CV,0.89,0,0
112,2022/Jan/05 15:00,33.0,-23,-11.0,12.2,1031.0,4.896972249101567,N-W,1.79,0,0
113,2022/Jan/05 16:00,50.0,-24,-11.0,12.2,1031.0,7.620460419882053,N_W,3.58,0,0
114,2022/Jan/05 17:00,56.0,-23,-11.0,12.2,1031.0,13.326484224970573,NW,5.37,0,0
115,2022/Jan/05 18:00,59.0,-23,-11.0,12.2,1032.0,8.465278070437755,nw,7.16,0,0
116,2022/Jan/05 19:00,60.0,-22,-13.0,8.600000000000001,1033.0,9.603094684667225,NW,10.29,0,0
117,2022/Jan/05 20:00,84.0,-22,-12.0,10.4,1033.0,12.530576460589511,N-W,13.42,0,0
118,2022/Jan/05 21:00,106.0,-24,-18.0,-0.3999999999999986,1033.0,13.562643924760934,nw,16.55,0,0
119,2022/Jan/05 22:00,66.0,-22,-13.0,8.600000000000001,1034.0,12.18564562903004,NW,20.57,0,0
120,2022/Jan/05 23:00,50.0,-22,-16.0,3.2,1033.0,9.003866065373549,NW,23.7,0,0
121,2022/Jan/06 00:00,56.0,-25,-17.0,1.3999999999999986,1033.0,9.982063894086094,nw,26.83,0,0
122,2022/Jan/06 01:00,77.0,-25,-14.0,6.800000000000001,1033.0,9.731225090410522,NorthEast,4.02,0,0
123,2022/Jan/06 02:00,50.0,-26,-14.0,6.800000000000001,1034.0,10.305588621872198,NE,8.04,0,0
124,2022/Jan/06 03:00,44.0,-26,-14.0,6.800000000000001,1033.0,3.796297874415438,N_E,13.85,0,0
125,2022/Jan/06 04:00,27.0,-26,-14.0,6.800000000000001,1033.0,5.223714187600541,N-E,17.87,0,0
126,2022/Jan/06 05:00,28.0,-26,-14.0,6.800000000000001,1033.0,8.580911251619957,N_E,23.68,0,0
127,2022/Jan/06 06:00,21.0,-26,-14.0,6.800000000000001,1033.0,1.1689273497386232,N_E,28.6,0,0
128,2022/Jan/06 07:00,25.0,-26,-15.0,5.0,1034.0,2.617404540794456,NE,33.52,0,0
129,2022/Jan/06 08:00,20.0,-26,-14.0,6.800000000000001,1034.0,3.1993027301752823,NorthEast,39.33,0,0
130,2022/Jan/06 09:00,29.0,-25,-13.0,8.600000000000001,1035.0,3.343048691767601,NE,44.25,0,0
131,2022/Jan/06 10:00,34.0,-25,-12.0,10.4,1035.0,1.9986731378677345,N-E,50.06,0,0
132,2022/Jan/06 11:00,42.0,-24,-11.0,12.2,1035.0,6.437125949612055,NE,54.98,0,0
133,2022/Jan/06 12:00,28.0,-24,-10.0,14.0,1034.0,2.0753925725477904,N-E,59.0,0,0
134,2022/Jan/06 13:00,36.0,-22,-10.0,14.0,1033.0,6.347184861270363,N_W,4.02,0,0
135,2022/Jan/06 14:00,48.0,-22,-9.0,15.8,1033.0,5.361151531532393,N-W,5.81,0,0
136,2022/Jan/06 15:00,49.0,-22,-8.0,17.6,1033.0,10.449868810035078,CV,0.89,0,0
137,2022/Jan/06 16:00,52.0,-22,-8.0,17.6,1033.0,6.233493415327525,NorthWest,1.79,0,0
138,2022/Jan/06 17:00,56.0,-21,-9.0,15.8,1033.0,7.755876967588649,NW,3.58,0,0
139,2022/Jan/06 18:00,96.0,-22,-9.0,15.8,1033.0,16.02703443473934,nw,5.37,0,0
140,2022/Jan/06 19:00,75.0,-22,-14.0,6.800000000000001,1034.0,8.78827136713209,cv,0.89,0,0
141,2022/Jan/06 20:00,105.0,-22,-12.0,10.4,1035.0,16.204919869208258,NW,1.79,0,0
142,2022/Jan/06 21:00,132.0,-21,-14.0,6.800000000000001,1034.0,22.414285508564856,NorthWest,3.58,0,0
143,2022/Jan/06 22:00,93.0,-22,-16.0,3.2,1035.0,10.735033530877544,nw,5.37,0,0
144,2022/Jan/06 23:00,131.0,-21,-16.0,3.2,1035.0,20.019267717064608,NW,7.16,0,0
145,2022/Jan/07 00:00,127.0,-21,-16.0,3.2,1035.0,19.56976558849685,NW,8.95,0,0
146,2022/Jan/07 01:00,130.0,-21,-16.0,3.2,1035.0,21.06364574355462,Calm_wind,0.45,0,0
147,2022/Jan/07 02:00,43.0,-22,-18.0,-0.3999999999999986,1036.0,3.976098578243836,Calm_wind,1.34,0,0
148,2022/Jan/07 03:00,37.0,-23,-15.0,5.0,1036.0,2.909086773831447,N-W,4.02,0,0
149,2022/Jan/07 04:00,30.0,-24,-16.0,3.2,1035.0,5.543883131233796,NorthWest,7.15,0,0
150,2022/Jan/07 05:00,28.0,-25,-15.0,5.0,1035.0,4.793969346466373,nw,10.28,0,0
151,2022/Jan/07 06:00,24.0,-24,-15.0,5.0,1035.0,4.100985700691753,N-W,14.3,0,0
152,2022/Jan/07 07:00,23.0,-25,-13.0,8.600000000000001,1036.0,4.142896418993951,NorthEast,4.92,0,0
153,2022/Jan/07 08:00,24.0,-24,-14.0,6.800000000000001,1036.0,2.2399505568430182,N_W,4.02,0,0
154,2022/Jan/07 09:00,27.0,-23,-12.0,10.4,1036.0,4.514507394322007,N-W,8.94,0,0
155,2022/Jan/07 10:00,40.0,-22,-11.0,12.2,1036.0,6.586144946597362,nw,12.96,0,0
156,2022/Jan/07 11:00,42.0,-20,-10.0,14.0,1036.0,4.871297163947264,NW,16.09,0,0
157,2022/Jan/07 12:00,42.0,-21,-9.0,15.8,1035.0,10.031549022289513,N-W,19.22,0,0
158,2022/Jan/07 13:00,55.0,-21,-8.0,17.6,1034.0,9.197665841823577,nw,21.01,0,0
159,2022/Jan/07 14:00,52.0,-20,-7.0,19.4,1033.0,5.417393005594702,NorthWest,22.8,0,0
160,2022/Jan/07 15:00,51.0,-20,-7.0,19.4,1032.0,8.963107217267659,nw,24.59,0,0
161,2022/Jan/07 16:00,57.0,-18,-8.0,17.6,1032.0,6.600636659545356,NorthWest,26.38,0,0
162,2022/Jan/07 17:00,50.0,-19,-9.0,15.8,1032.0,9.074169207484903,N-W,28.17,0,0
163,2022/Jan/07 18:00,54.0,-19,-11.0,12.2,1032.0,10.417191158014807,N-E,0.89,0,0
164,2022/Jan/07 19:00,67.0,-18,-11.0,12.2,1033.0,8.408635363296579,NorthWest,1.79,0,0
165,2022/Jan/07 20:00,106.0,-19,-15.0,5.0,1032.0,17.826752258488643,NE,1.79,0,0
166,2022/Jan/07 21:00,159.0,-19,-14.0,6.800000000000001,1032.0,24.675561853872995,CV,0.45,0,0
167,2022/Jan/07 22:00,198.0,-21,-14.0,6.800000000000001,1032.0,31.344120319988978,CV,1.34,0,0
168,2022/Jan/07 23:00,190.0,-21,-16.0,3.2,1032.0,32.2935859653079,CV,2.23,0,0
169,2022/Jan/08 00:00,210.0,-21,-17.0,1.3999999999999986,1031.0,31.00922376799426,N_W,1.79,0,0
170,2022/Jan/08 01:00,195.0,-19,-16.0,3.2,1031.0,27.74252767128502,NorthWest,3.58,0,0
171,2022/Jan/08 02:00,275.0,-20,-16.0,3.2,1031.0,39.47097114074895,NorthEast,0.89,0,0
172,2022/Jan/08 03:00,164.0,-19,-15.0,5.0,1030.0,22.96837943006912,SE,0.89,0,0
173,2022/Jan/08 04:00,110.0,-18,-15.0,5.0,1030.0,16.345796581171793,calm,0.45,0,0
174,2022/Jan/08 05:00,100.0,-18,-15.0,5.0,1029.0,15.682303949633289,calm,1.34,0,0
175,2022/Jan/08 06:00,81.0,-18,-15.0,5.0,1029.0,12.70338159866004,N_W,1.79,0,0
176,2022/Jan/08 07:00,71.0,-16,-13.0,8.600000000000001,1029.0,12.304366498072048,NE,0.89,0,0
177,2022/Jan/08 08:00,66.0,-16,-12.0,10.4,1029.0,9.926003783755814,se,0.89,0,0
178,2022/Jan/08 09:00,92.0,-16,-12.0,10.4,1030.0,16.707068154314634,S-E,1.78,0,0
179,2022/Jan/08 10:00,135.0,-17,-10.0,14.0,1030.0,19.72068633352409,N-E,0.89,0,0
180,2022/Jan/08 11:00,155.0,-16,-10.0,14.0,1029.0,28.69033833317924,Calm_wind,0.89,0,0
181,2022/Jan/08 12:00,198.0,-16,-9.0,15.8,1028.0,30.95133469553001,SouthEast,3.13,0,0
182,2022/Jan/08 13:00,250.0,-15,-8.0,17.6,1026.0,35.785684887167434,S_E,4.92,0,0
183,2022/Jan/08 14:00,200.0,-16,-8.0,17.6,1026.0,27.85821500387777,calm,0.89,0,0
184,2022/Jan/08 15:00,231.0,-16,-8.0,17.6,1025.0,35.61494483048637,cv,1.78,0,0
185,2022/Jan/08 16:00,250.0,-16,-8.0,17.6,1025.0,37.0530744293483,cv,2.67,0,0
186,2022/Jan/08 17:00,212.0,-17,-8.0,17.6,1025.0,33.22800098818418,S-E,0.89,0,0
187,2022/Jan/08 18:00,219.0,-17,-9.0,15.8,1026.0,33.79647524914709,CV,0.45,0,0
188,2022/Jan/08 19:00,227.0,-17,-11.0,12.2,1026.0,33.90434217468625,Calm_wind,1.34,0,0
189,2022/Jan/08 20:00,226.0,-17,-12.0,10.4,1026.0,32.20641256386319,cv,1.79,0,0
190,2022/Jan/08 21:00,225.0,-18,-14.0,6.800000000000001,1027.0,30.72030555062827,NW,1.79,0,0
191,2022/Jan/08 22:00,168.0,-16,-9.0,15.8,1027.0,24.30697009586596,N-W,4.92,0,0
192,2022/Jan/08 23:00,169.0,-16,-11.0,12.2,1027.0,27.062797588646944,NorthWest,6.71,0,0
193,2022/Jan/09 00:00,165.0,-17,-13.0,8.600000000000001,1027.0,25.17818748826041,cv,0.89,0,0
194,2022/Jan/09 01:00,159.0,-17,-13.0,8.600000000000001,1027.0,21.35852244257602,NorthWest,3.13,0,0
195,2022/Jan/09 02:00,167.0,-17,-14.0,6.800000000000001,1027.0,25.39636185170237,N_W,4.92,0,0
196,2022/Jan/09 03:00,196.0,-17,-15.0,5.0,1027.0,30.170634759457677,nw,8.05,0,0
197,2022/Jan/09 04:00,169.0,-17,-13.0,8.600000000000001,1027.0,23.58228512759773,NW,9.84,0,0
198,2022/Jan/09 05:00,155.0,-19,-16.0,3.2,1027.0,23.55745021189105,N-W,13.86,0,0
199,2022/Jan/09 06:00,119.0,-18,-15.0,5.0,1027.0,17.966417436891998,NorthWest,17.88,0,0
200,2022/Jan/09 07:00,106.0,-19,-15.0,5.0,1027.0,13.614059404338752,N_W,21.9,0,0
201,2022/Jan/09 08:00,93.0,-18,-14.0,6.800000000000001,1028.0,14.665574720696563,N_W,25.92,0,0
202,2022/Jan/09 09:00,84.0,-18,-9.0,15.8,1029.0,13.721569052736468,NE,5.81,0,0
203,2022/Jan/09 10:00,73.0,-17,-7.0,19.4,1029.0,13.116102486350552,ne,11.62,0,0
204,2022/Jan/09 11:00,66.0,-17,-6.0,21.2,1030.0,12.007604104069806,N_E,17.43,0,0
205,2022/Jan/09 12:00,40.0,-16,-6.0,21.2,1029.0,3.244661264085818,N_E,23.24,0,0
206,2022/Jan/09 13:00,49.0,-16,-5.0,23.0,1029.0,5.474349920169754,NorthEast,28.16,0,0
207,2022/Jan/09 14:00,50.0,-15,-4.0,24.8,1029.0,8.53007053441732,NorthEast,33.08,0,0
208,2022/Jan/09 15:00,49.0,-14,-4.0,24.8,1028.0,8.377571901824417,NorthEast,37.1,0,0
209,2022/Jan/09 16:00,41.0,-15,-4.0,24.8,1029.0,7.180095372612096,N_E,38.89,0,0
210,2022/Jan/09 17:00,37.0,-15,-4.0,24.8,1030.0,13.255462981309442,NW,1.79,0,0
211,2022/Jan/09 18:00,45.0,-15,-7.0,19.4,1030.0,7.891781021386334,NorthEast,3.13,0,0
212,2022/Jan/09 19:00,44.0,-15,-6.0,21.2,1031.0,8.871131280361197,nw,3.13,0,0
213,2022/Jan/09 20:00,54.0,-15,-7.0,19.4,1032.0,10.008003526986403,NorthWest,4.92,0,0
214,2022/Jan/09 21:00,50.0,-15,-6.0,21.2,1032.0,8.802782502611596,NorthEast,3.13,0,0
215,2022/Jan/09 22:00,47.0,-15,-8.0,17.6,1033.0,6.419461510719309,cv,0.45,0,0
216,2022/Jan/09 23:00,66.0,-15,-8.0,17.6,1033.0,11.417938440986536,cv,0.9,0,0
217,2022/Jan/10 00:00,75.0,-15,-11.0,12.2,1033.0,9.704349570924856,nw,0.89,0,0
218,2022/Jan/10 01:00,82.0,-17,-13.0,8.600000000000001,1033.0,11.82636278651998,NorthWest,1.78,0,0
219,2022/Jan/10 02:00,66.0,-17,-12.0,10.4,1033.0,8.929272904341794,NW,4.91,0,0
220,2022/Jan/10 03:00,83.0,-17,-13.0,8.600000000000001,1033.0,12.613748278772643,nw,8.04,0,0
221,2022/Jan/10 04:00,-999.0,-19,-14.0,6.800000000000001,1032.0,145.22068286665296,NorthWest,9.83,0,0
222,2022/Jan/10 05:00,40.0,-18,-13.0,8.600000000000001,1032.0,2.265469614816504,N-W,12.96,0,0
223,2022/Jan/10 06:00,23.0,-19,-13.0,8.600000000000001,1032.0,4.822520380749027,N_W,16.09,0,0
224,2022/Jan/10 07:00,25.0,-19,-14.0,6.800000000000001,1033.0,0.5245682576206967,N-W,19.22,0,0
225,2022/Jan/10 08:00,27.0,-19,-14.0,6.800000000000001,1034.0,3.1061362684211327,N-W,22.35,0,0
226,2022/Jan/10 09:00,35.0,-17,-12.0,10.4,1033.0,7.427901193934732,nw,24.14,0,0
227,2022/Jan/10 10:00,50.0,-16,-7.0,19.4,1033.0,7.628560038190925,N_E,4.02,0,0
228,2022/Jan/10 11:00,70.0,-15,-7.0,19.4,1033.0,8.344510444141388,nw,3.13,0,0
229,2022/Jan/10 12:00,75.0,-15,-7.0,19.4,1032.0,9.819392581480065,N-W,6.26,0,0
230,2022/Jan/10 13:00,58.0,-14,-6.0,21.2,1031.0,10.05919549786935,NorthWest,9.39,0,0
231,2022/Jan/10 14:00,70.0,-14,-6.0,21.2,1031.0,9.039266736565729,NorthWest,12.52,0,0
232,2022/Jan/10 15:00,68.0,-13,-5.0,23.0,1030.0,10.632917179163949,NW,14.31,0,0
233,2022/Jan/10 16:00,71.0,-14,-5.0,23.0,1031.0,10.741143679807628,N-W,16.1,0,0
234,2022/Jan/10 17:00,88.0,-14,-6.0,21.2,1031.0,11.896799304788363,N_W,19.23,0,0
235,2022/Jan/10 18:00,84.0,-13,-7.0,19.4,1032.0,16.887888178650652,nw,23.25,0,0
236,2022/Jan/10 19:00,83.0,-15,-6.0,21.2,1032.0,13.717838044636022,NW,27.27,0,0
237,2022/Jan/10 20:00,66.0,-15,-6.0,21.2,1033.0,5.849714826684786,N_W,30.4,0,0
238,2022/Jan/10 21:00,27.0,-15,-4.0,24.8,1034.0,4.422908629538855,NW,35.32,0,0
239,2022/Jan/10 22:00,24.0,-16,-4.0,24.8,1034.0,2.276427070463224,N_W,44.26,0,0
240,2022/Jan/10 23:00,22.0,-17,-5.0,23.0,1035.0,5.004866669592448,NW,52.31,0,0
241,2022/Jan/11 00:00,23.0,-17,-6.0,21.2,1035.0,1.8649585231345984,N-W,60.36,0,0
242,2022/Jan/11 01:00,27.0,-17,-8.0,17.6,1035.0,3.820527117066202,calm,0.89,0,0
243,2022/Jan/11 02:00,23.0,-19,-11.0,12.2,1036.0,4.459974557960914,nw,4.02,0,0
244,2022/Jan/11 03:00,17.0,-20,-11.0,12.2,1036.0,4.281510388340243,N-W,8.94,0,0
245,2022/Jan/11 04:00,17.0,-21,-11.0,12.2,1035.0,0.1494071858884473,ne,4.02,0,0
